path,label,frame_count,pre_done
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,1,120.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,1,117.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,1,146.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,1,224.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,1,276.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi,1,176.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi,1,258.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi,1,210.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi,1,191.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi,1,194.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi,1,188.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi,1,261.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi,1,153.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi,1,98.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi,1,106.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi,1,124.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi,1,120.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi,1,140.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi,1,178.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi,1,125.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi,1,138.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi,1,180.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi,1,226.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi,1,120.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi,1,141.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi,1,208.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi,1,127.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi,1,212.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi,1,175.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi,1,99.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi,1,168.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi,1,120.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi,1,119.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi,1,137.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi,1,185.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi,1,186.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi,1,237.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi,1,132.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi,1,160.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi,1,169.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi,1,193.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi,1,232.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi,1,187.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi,1,259.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi,1,197.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi,1,182.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi,1,125.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi,1,233.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi,1,114.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi,1,98.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi,1,201.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi,1,116.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi,1,173.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi,1,94.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi,1,105.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi,1,182.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi,1,159.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi,1,170.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi,1,157.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi,1,224.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi,1,187.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi,1,180.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi,1,243.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi,1,126.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi,1,131.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi,1,182.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02.avi,1,158.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03.avi,1,130.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04.avi,1,220.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05.avi,1,113.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06.avi,1,181.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi,1,181.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi,1,95.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi,1,127.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04.avi,1,227.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05.avi,1,90.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01.avi,1,170.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02.avi,1,257.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03.avi,1,147.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04.avi,1,208.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05.avi,1,243.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi,1,135.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi,1,131.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi,1,125.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi,1,200.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi,1,204.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06.avi,1,140.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c01.avi,1,258.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c02.avi,1,105.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c03.avi,1,102.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c04.avi,1,208.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c05.avi,1,199.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c06.avi,1,222.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c07.avi,1,194.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01.avi,1,241.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c02.avi,1,129.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c03.avi,1,125.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c04.avi,1,177.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c05.avi,1,93.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c06.avi,1,109.0,0
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c07.avi,1,145.0,0
ApplyLipstick/v_ApplyLipstick_g08_c01.avi,2,181.0,0
ApplyLipstick/v_ApplyLipstick_g08_c02.avi,2,219.0,0
ApplyLipstick/v_ApplyLipstick_g08_c03.avi,2,270.0,0
ApplyLipstick/v_ApplyLipstick_g08_c04.avi,2,310.0,0
ApplyLipstick/v_ApplyLipstick_g09_c01.avi,2,99.0,0
ApplyLipstick/v_ApplyLipstick_g09_c02.avi,2,244.0,0
ApplyLipstick/v_ApplyLipstick_g09_c03.avi,2,247.0,0
ApplyLipstick/v_ApplyLipstick_g09_c04.avi,2,210.0,0
ApplyLipstick/v_ApplyLipstick_g10_c01.avi,2,105.0,0
ApplyLipstick/v_ApplyLipstick_g10_c02.avi,2,139.0,0
ApplyLipstick/v_ApplyLipstick_g10_c03.avi,2,117.0,0
ApplyLipstick/v_ApplyLipstick_g10_c04.avi,2,247.0,0
ApplyLipstick/v_ApplyLipstick_g11_c01.avi,2,143.0,0
ApplyLipstick/v_ApplyLipstick_g11_c02.avi,2,199.0,0
ApplyLipstick/v_ApplyLipstick_g11_c03.avi,2,108.0,0
ApplyLipstick/v_ApplyLipstick_g11_c04.avi,2,157.0,0
ApplyLipstick/v_ApplyLipstick_g12_c01.avi,2,198.0,0
ApplyLipstick/v_ApplyLipstick_g12_c02.avi,2,106.0,0
ApplyLipstick/v_ApplyLipstick_g12_c03.avi,2,141.0,0
ApplyLipstick/v_ApplyLipstick_g12_c04.avi,2,277.0,0
ApplyLipstick/v_ApplyLipstick_g12_c05.avi,2,178.0,0
ApplyLipstick/v_ApplyLipstick_g13_c01.avi,2,213.0,0
ApplyLipstick/v_ApplyLipstick_g13_c02.avi,2,155.0,0
ApplyLipstick/v_ApplyLipstick_g13_c03.avi,2,164.0,0
ApplyLipstick/v_ApplyLipstick_g13_c04.avi,2,210.0,0
ApplyLipstick/v_ApplyLipstick_g14_c01.avi,2,176.0,0
ApplyLipstick/v_ApplyLipstick_g14_c02.avi,2,190.0,0
ApplyLipstick/v_ApplyLipstick_g14_c03.avi,2,174.0,0
ApplyLipstick/v_ApplyLipstick_g14_c04.avi,2,105.0,0
ApplyLipstick/v_ApplyLipstick_g15_c01.avi,2,160.0,0
ApplyLipstick/v_ApplyLipstick_g15_c02.avi,2,136.0,0
ApplyLipstick/v_ApplyLipstick_g15_c03.avi,2,133.0,0
ApplyLipstick/v_ApplyLipstick_g15_c04.avi,2,151.0,0
ApplyLipstick/v_ApplyLipstick_g15_c05.avi,2,141.0,0
ApplyLipstick/v_ApplyLipstick_g16_c01.avi,2,128.0,0
ApplyLipstick/v_ApplyLipstick_g16_c02.avi,2,165.0,0
ApplyLipstick/v_ApplyLipstick_g16_c03.avi,2,145.0,0
ApplyLipstick/v_ApplyLipstick_g16_c04.avi,2,173.0,0
ApplyLipstick/v_ApplyLipstick_g16_c05.avi,2,156.0,0
ApplyLipstick/v_ApplyLipstick_g17_c01.avi,2,161.0,0
ApplyLipstick/v_ApplyLipstick_g17_c02.avi,2,151.0,0
ApplyLipstick/v_ApplyLipstick_g17_c03.avi,2,142.0,0
ApplyLipstick/v_ApplyLipstick_g17_c04.avi,2,125.0,0
ApplyLipstick/v_ApplyLipstick_g17_c05.avi,2,141.0,0
ApplyLipstick/v_ApplyLipstick_g18_c01.avi,2,103.0,0
ApplyLipstick/v_ApplyLipstick_g18_c02.avi,2,139.0,0
ApplyLipstick/v_ApplyLipstick_g18_c03.avi,2,140.0,0
ApplyLipstick/v_ApplyLipstick_g18_c04.avi,2,119.0,0
ApplyLipstick/v_ApplyLipstick_g19_c01.avi,2,175.0,0
ApplyLipstick/v_ApplyLipstick_g19_c02.avi,2,111.0,0
ApplyLipstick/v_ApplyLipstick_g19_c03.avi,2,154.0,0
ApplyLipstick/v_ApplyLipstick_g19_c04.avi,2,155.0,0
ApplyLipstick/v_ApplyLipstick_g20_c01.avi,2,97.0,0
ApplyLipstick/v_ApplyLipstick_g20_c02.avi,2,108.0,0
ApplyLipstick/v_ApplyLipstick_g20_c03.avi,2,194.0,0
ApplyLipstick/v_ApplyLipstick_g20_c04.avi,2,140.0,0
ApplyLipstick/v_ApplyLipstick_g20_c05.avi,2,90.0,0
ApplyLipstick/v_ApplyLipstick_g21_c01.avi,2,85.0,0
ApplyLipstick/v_ApplyLipstick_g21_c02.avi,2,157.0,0
ApplyLipstick/v_ApplyLipstick_g21_c03.avi,2,143.0,0
ApplyLipstick/v_ApplyLipstick_g21_c04.avi,2,193.0,0
ApplyLipstick/v_ApplyLipstick_g21_c05.avi,2,132.0,0
ApplyLipstick/v_ApplyLipstick_g22_c01.avi,2,178.0,0
ApplyLipstick/v_ApplyLipstick_g22_c02.avi,2,176.0,0
ApplyLipstick/v_ApplyLipstick_g22_c03.avi,2,169.0,0
ApplyLipstick/v_ApplyLipstick_g22_c04.avi,2,177.0,0
ApplyLipstick/v_ApplyLipstick_g22_c05.avi,2,263.0,0
ApplyLipstick/v_ApplyLipstick_g22_c06.avi,2,172.0,0
ApplyLipstick/v_ApplyLipstick_g22_c07.avi,2,89.0,0
ApplyLipstick/v_ApplyLipstick_g23_c01.avi,2,212.0,0
ApplyLipstick/v_ApplyLipstick_g23_c02.avi,2,152.0,0
ApplyLipstick/v_ApplyLipstick_g23_c03.avi,2,135.0,0
ApplyLipstick/v_ApplyLipstick_g23_c04.avi,2,218.0,0
ApplyLipstick/v_ApplyLipstick_g24_c01.avi,2,114.0,0
ApplyLipstick/v_ApplyLipstick_g24_c02.avi,2,219.0,0
ApplyLipstick/v_ApplyLipstick_g24_c03.avi,2,117.0,0
ApplyLipstick/v_ApplyLipstick_g24_c04.avi,2,117.0,0
ApplyLipstick/v_ApplyLipstick_g24_c05.avi,2,288.0,0
ApplyLipstick/v_ApplyLipstick_g25_c01.avi,2,161.0,0
ApplyLipstick/v_ApplyLipstick_g25_c02.avi,2,151.0,0
ApplyLipstick/v_ApplyLipstick_g25_c03.avi,2,186.0,0
